state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"32,169"
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,,"2,524"
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),905
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),601
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),424
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),184
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),181
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),119
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),110
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),68
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),26
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),16
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,,"56,883"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),218
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"1,225"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"3,208"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"3,097"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"5,603"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"6,563"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"36,969"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"8,175"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"7,184"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"21,609"
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,,"1,085"
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),451
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),210
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),141
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),68
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),64
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),67
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),84
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),56
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),18
US TOTAL,99,,,TANGERINES,TANGERINES - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),10
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,,"20,818"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),96
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),248
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),768
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),788
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"1,015"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"2,131"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"15,772"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"3,625"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"1,587"
US TOTAL,99,,,TANGERINES,TANGERINES - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),"10,559"
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - OPERATIONS WITH AREA BEARING & NON-BEARING",,212
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - ACRES BEARING & NON-BEARING",,202
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - OPERATIONS WITH AREA BEARING",,146
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - ACRES BEARING",,138
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - OPERATIONS WITH AREA NON-BEARING",,88
US TOTAL,99,,,"CITRUS, OTHER","CITRUS, OTHER - ACRES NON-BEARING",,64
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"38,823"
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - ACRES BEARING & NON-BEARING,,"2,679,683"
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - OPERATIONS WITH AREA BEARING,,"32,002"
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - ACRES BEARING,,"2,178,701"
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - OPERATIONS WITH AREA NON-BEARING,,"16,108"
US TOTAL,99,,,TREE NUT TOTALS,TREE NUT TOTALS - ACRES NON-BEARING,,"500,982"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"7,954"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),563
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),408
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,035"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,096"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"1,288"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"1,199"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"2,365"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"1,281"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),637
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),185
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),84
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",178
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,,"1,266,160"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),119
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"1,176"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"85,600"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"221,054"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),"112,617"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),"70,908"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","496,127"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,,"6,830"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),263
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),332
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),863
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),940
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"1,085"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"1,089"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"2,258"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"1,207"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),612
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),180
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),81
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",178
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,,"1,058,244"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),55
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),934
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"16,119"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"66,696"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"933,036"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),"162,982"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"179,613"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),"95,637"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),"61,137"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","433,668"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,,"3,412"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),329
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),115
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),347
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),354
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),519
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),499
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"1,249"
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),632
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),361
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),93
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),52
US TOTAL,99,,,ALMONDS,ALMONDS - OPERATIONS WITH AREA NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",111
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,,"207,916"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),65
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),242
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"11,632"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"18,904"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),(D)
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),"41,441"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),"16,981"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),"9,771"
US TOTAL,99,,,ALMONDS,ALMONDS - ACRES NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","62,459"
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,587"
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - ACRES BEARING & NON-BEARING,,"4,228"
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - OPERATIONS WITH AREA BEARING,,841
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - ACRES BEARING,,"2,185"
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - OPERATIONS WITH AREA NON-BEARING,,975
US TOTAL,99,,,CHESTNUTS,CHESTNUTS - ACRES NON-BEARING,,"2,043"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"2,607"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),"1,096"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),470
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),341
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),149
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),225
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),147
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),179
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,,"70,091"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),244
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),"1,056"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"2,863"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"2,849"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"7,973"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"10,099"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"45,008"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,,"1,601"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),533
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),292
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),206
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),114
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),169
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),127
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),160
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,,"43,965"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),116
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),551
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,489"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,844"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"4,671"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"6,198"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"29,096"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,,"1,607"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),657
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),282
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),200
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),83
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),146
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),102
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),137
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,,"26,126"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES),127
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES),505
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES),"1,374"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES),"1,005"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES),"3,302"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES),"3,901"
US TOTAL,99,,,HAZELNUTS,HAZELNUTS - ACRES NON-BEARING,AREA BEARING & NON-BEARING: (100 OR MORE ACRES),"15,912"
US TOTAL,99,,,MACADAMIAS,MACADAMIAS - OPERATIONS WITH AREA BEARING & NON-BEARING,,"1,046"
